"id","catagory","hasImage","imageName","question","answerA","answerB","answerC","answerD","correctAnswer"
"828","12","0","","When may the holder of a Category W Learner Permit carry a passenger on a tractor or works vehicle?","When the passenger has personal insurance cover.","When there is a need for their assistance.","When the passenger holds a full category M license and has personal insurance cover.","When there is proper passenger seating and the passenger holds a full category W license.","D"
"556","14","0","","Why is it important to ensure that the vehicle headlights are correctly aligned?","To reduce battery consumption.","To enable the driver to see properly.","To enable the driver to drive faster in the dark.","To increase the life span of your headlights.","B"
"557","14","0","","In general, how frequently should a vehicleâ€™s lights be checked?","Annualy.","When a serviced is performed.","Not Regularly.","Regularly.","D"
"558","14","0","","What effect can a broken lens have on a headlight?","It can cause the bulb to overheat.","It can reduce and distort the beam.","It can cause the bulb to blow if not fixed immediately.","It can increase the brightness of the beam.","B"
"559","14","0","","A driver wishes to drive at night, but their right-hand headlight bulb is blown. What should the driver do?","Not drive until the bulb is replaced.","Replace it temporarily with the brake-light bulb.","Replace it temporarily with the left-hand bulb.","Drive with the right-hand indicators on.","A"
"560","14","0","","Which of the following is a driver required to keep in good condition?","Upholstery.","Headlights.","Radio.","Airfreshener.","B"
"561","14","0","","Which of the following is a driver required to keep in good condition?","Radio.","Seatbelts.","Upholstery.","Airfreshener.","B"
"562","14","0","","How would a driver know if a brake-light bulb was not working?","The remaining brake-light is brighter than normal.","The remaining brake-light is dimmer than normal.","The brake-pedal feels 'soft'.","By standing at the rear of the vehicle and checking as another person presses the brake pedal.","D"
"563","14","0","","Is it permissible to drive a vehicle on a public road when the brake lights are not working?","Outside of lighting up time.","When driving slowly.","When driving in a built-up area.","No, the driver is never permitted to be driven.","D"
"564","14","1","","What does this light mean?","The battery is not charging.","The gearbox is overheat.","Load insecure on trailer.","The engine is overheat.","A"
"565","14","1","","What does this light mean?","The headlights should be dipped.","The reversing light switched on.","A faulty number plate light.","The high-beam headlights are switched on.","D"
"566","14","1","","What does this light mean?","Low oil level.","Excessive level of battery fluid.","Low level of battery fluid.","Low level of brake fluid.","A"
"567","14","1","","What does this light mean?","Brake-light bulb blown.","Directional indicator on.","Faulty indicator bulb.","Headlight bulb blown.","B"
"568","14","0","","What should a driver do if a warning light starts flashing on the dashboard of their vehicle?","Continue for a distance to see if the light will go out.","Carry on and check the problem later.","Continue to drive and listen for any unusual sounds.","Stop and check the problem.","D"
"569","14","0","","What should a driver do if a red warning light lights up on the dashboard of their vehicle?","Continue on and listen for any unusual sounds.","Stop and investigate the cause.","Continue on and see if it will go out.","Drive to the nearest garage and have it checked.","B"
"570","14","0","","What is the purpose of the vehicleâ€™s reflectors?","They warn pedestrians of your location.","They are a substitute in case of brake-light failure.","They warn the driver behind to switch to dipped headlights.","They reflect light at night to make other road users aware of the vehicle.","D"
"571","14","0","","When a driver operates the indicator switch and hears a more rapid clicking noise than normal, what could this mean?","The voltage regulator in your car is not functioning properly.","The front and rear indicators are not working in tandem.","The hazard warning lights are on.","An indicator bulb has blown.","D"
"572","14","0","","What does ABS do?","It deploys the airbags during a collision.","It locks the brakes to prevent skidding during harsh braking.","It prevents the wheels from locking under harsh braking conditions.","It displays the name of the radio station playing on the car radio.","C"
"573","14","0","","If the brake pedal of a vehicle feels soft or spongy when applied, what does this mean?","A fault in the brake fluid system.","Worn brake-pads.","Worn handbrake cable.","Over-heated brake-pads.","A"
"574","14","0","","How would a driver know if the brake fluid in their vehicle is low?","Take longer than usual to release.","The brakes feel spongy and soft.","The brakes are unusually sharp.","The brakes feel hard to press.","B"
"575","14","0","","What is a possible consequence of driving a vehicle in which the brake fluid level is low?","The vehicle could fail to stop when the brakes are applied, leading to a collision.","The vehicle brakes would react better.","No consequence.","It may improve performance.","A"
"576","14","0","","If a driver applies the foot brake and hears a scraping noise, what is the most likely cause?","The brake-pads are wet.","There is not enough oil on the brakes.","The brake linings or pads are worn.","There is too much oil on the brakes.","C"
"577","14","0","","How does a driver know when there is a problem with the brakes in their vehicle?","The vehicle is sluggish when moving off.","The vehicle's suspension is affected.","The vehicle's stopping ability is affected.","The brake fluid level would be low.","C"
"578","14","0","","If driving a vehicle with automatic transmission, what in particular should a driver be aware of?","That engine braking power is reduced.","That Wheel-spin occurs more often.","That the gearbox may overheat while being driven in a low gear.","That an automatic transmission accelerates faster than a manual transmission.","A"
"579","14","0","","What effect does automatic transmission have on engine braking power?","It reduces it.","It transfers the braking ability to the handbrake.","It increases it.","It transfers the braking ability to all the wheels.","A"
"580","14","1","","What does a rev counter provide information on?","Engine revolutions.","Temperature.","Speed.","Fuel level.","A"
"581","14","1","","What does this dial provide information on?","Engine revolution.","Gearbox revolutions.","Air pressure.","Battery charge.","A"
"582","14","0","","If, when driving along, the driver notices that the engine power is lower than normal, what should they do?","Have the vehicle checked by a competent mechanic.","Replace the oil filter.","Adjust the fuel mixture control mechanism.","Switch to a different fuel.","A"
"583","14","0","","If the oil gauge shows little or no pressure, what could the problem be?","The oil level is too low.","The oil level is too high.","The oil is too thin.","The oil is too thick.","A"
"584","14","0","","What may happen if the vehicleâ€™s engine oil is not changed regularly?","It causes excessive exhaust pollution.","It causes the engine to overheat.","It increases the amount of petrol required.","Parts of the engine may suffer increased wear.","D"
"586","14","0","","If a vehicle is driven with low oil pressure, what effect does this have on its engine?","It increases fuel consumption only in wet weather.","It increases wear and tear on the engine.","It increases fuel consumption only in dry weather.","It increases fuel consumption.","B"
"587","14","0","","If the vehicleâ€™s oil-pressure gauge is reading low or the red oil-pressure warning light comes on, what should a driver do?","Drive at lower speeds until the oil level is topped up.","Drive in a low gear and at lower speeds until the oil level is topped up.","Drive in a low gear until the oil level is topped up.","Drive to a safe place, stop the vehicle and check the oil level.","D"
"588","14","0","","What should someone do before checking the engine oil level on a vehicle?","Make sure that the engine is cold.","Make sure that the engine is running.","Make sure that the engine is hot.","Make sure that the engine is switched off.","D"
"589","14","0","","What is the purpose of engine oil?","It lubricates the engine components.","It lubricates the steering components.","It lubricates the exhaust system.","It lubricates the bonnet.","A"
"590","14","0","","What is the function of an engine oil filter?","It prevents the engine from being over filled.","It replenishes low oil level in the engine.","It prevents excessive wear on the crankshaft.","It prevents the circulation of sediment in the oil.","D"
"591","14","0","","While driving, a driver notices a strong smell of fuel. What should they do?","Stop where safe and investigate.","Check the exhaust system.","Drive at a reduced speed.","Check that the fuel cap is secured properly.","A"
"592","14","0","","When is it recommended to use coolant or antifreeze?","Summer only.","All year round.","Winter only.","Only in petrol engine vehicles.","B"
"593","14","0","","What does the warning light and/or red zone on a fuel gauge mean?","The presence of leaded fuel.","A leak in the fuel system.","The level of fuel in the tank is low.","Overfilling.","C"
"594","14","0","","While driving, the driver notices the vehicle temperature gauge showing red. What should they do?","Drive on to the nearest service depot and fill up with water.","Stop in a safe place and have the problem investigated.","Remove filler cap from radiator and check for leakage.","Not drive until anti-waxing agent is added to the coolant.","B"
"595","14","0","","What should a driver do if they notice steam rising from the engine compartment?","Not drive until anti-waxing agent is added to the coolant.","Drive on to the nearest service depot and fill up with water.","Remove filler cap from radiator and check for leakage.","Stop where safe and investigate the cause.","D"
"596","14","0","","If a driver notices that parts of their vehicleâ€™s body have been affected by rust, what should they do?","Have paint sprayed over it of the same colour.","Treat the area with grease and paint over it.","Have it sandpapered and keep the affected area dry.","Have it repaired by a competent repair shop.","D"
"597","14","0","","What effect can a worn shock absorber have on a vehicle?","It can increase fuel consumption.","It can release the airbags.","It can cause the vehicle to 'bounce in an unstable manner.","It can cause an electrical short circuit.","C"
"598","14","0","","What effect would a weakly charged battery have on a vehicleâ€™s driving performance?","It would have no effect.","Uphill acceleration would be reduced.","The fuel would burn less efficiently.","It would improve performance.","A"
"599","14","0","","What is the purpose of the battery fitted to a petrol - or diesel - powered motor vehicle?","Run the parking lights.","Turn the starter motor.","Provide heat to the passenger compartment.","To start the engine.","D"
"600","14","0","","What happens if the vehicle has a flat battery?","The engine will not start.","The battery will have to be replaced.","The battery will not work to full its full efficiency.","Smoke will rise from the vehicle.","A"
"601","14","0","","What should the driver be able to see in the vehicle mirrors when they have been properly adjusted?","The position of the left side wheels.","The area behind and to each side of the vehicle.","The position of all the wheels.","The passenger area of the vehicle.","B"
"602","14","0","","What should the driver be able to see in the exterior mirrors of a vehicle when they have been properly adjusted?","Be angled 60% to the car and 40% to the road.","The sides of the vehicle only.","The sides of the vehicle and the roads to the side.","Should not show the sides of the vehicle.","C"
"603","14","0","","The vehicleâ€™s exterior mirrors are covered by a film of mud and dust. What should the driver do?","Drive on as normal, as driving in the slipstream of other traffic will clean them eventually.","Angle them towards the front for a distance in order to clean them.","Clean them with a cloth or tissue before continuing on.","Just use the interior mirror.","C"
"604","14","0","","When a driver is making a left-hand turn, what mirrors should they particularly concentrate on?","The interior and right mirror.","The interior mirror.","The interior and left exterior mirror.","The right-hand wing mirror.","C"
"605","14","0","","What effect can wet weather have on a vehicleâ€™s exterior mirrors?","It can make reflected images appear closer than they really are.","It can cause a short circuit in electrically heated mirrors.","It can keep them clean.","Water droplets can obscure the reflected image.","D"
"606","14","0","","What does blue smoke coming from the vehicleâ€™s exhaust mean?","The engine is burning oil.","The catalytic converter is worn out.","The engine is overheating.","The air filter needs to be replaced.","A"
"607","14","0","","What is the effect of a worn exhaust?","Fuel efficiency is decreased.","The engine overheats.","Gear-changing is more difficult.","The filtering of fumes is reduced and engine noise is louder.","D"
"608","14","0","","How can a faulty exhaust affect your vehicle?","It can increase the noise and pollution levels.","It can lessen the engine noise.","It can improve fuel consumption.","It can increase wear on the engine.","A"
"609","14","0","","What is the purpose of a catalytic converter?","It decreases engine power.","It filters exhaust gases and reduces air pollution.","It allows the engine to quickly reach its normal operating temperature.","It increases engine power.","B"
"610","14","0","","What does the speed rating of a tyre indicate?","The maximum speed for which the tyre is designed.","The speed not to be exceeded at maximum loading of the vehicle.","The maximum speed which the tyre can take on a dry road.","The maximum speed the tyre can take when the vehicle is unladen.","A"
"611","14","0","","Why should the valve be replaced when having a tubeless tyre fitted?","To ensure that the wheel can be aligned correctly.","To ensure that the wheel nuts can be tightened correctly.","To ensure that the wheel can be balanced correctly.","To ensure the tyre will stay inflated.","D"
"612","14","0","","After changing a wheel on a vehicle, which of the following should be checked soon afterwards?","The brake-pad clearance.","Tyre tread depth.","Air valve.","The wheel nuts.","D"
"613","14","0","","After changing a wheel on a vehicle, which of the following should be checked soon afterwards?","Air valve.","The tyre pressure.","The brake-pad clearance.","Tyre tread depth.","B"
"614","14","0","","In general, how often should a driver check the tyre pressure of a vehicle?","Annually.","Regularly.","Monthly.","Rarely.","B"
"615","14","0","","Why should tyres be kept at the pressure specified by the manufacturer?","Stop the vehicle from sloping to the left.","To help provide optimum road holding.","In maintaining the correct ground clearance.","Reduce engine wear.","B"
"616","14","0","","A fault in what component would lead to uneven or excessive tyre wear?","Gearbox.","Suspension.","Accelerator.","Engine.","B"
"617","14","0","","What can be affected by driving on under-inflated tyres?","Fuel consumption.","The exhaust system.","Oil pressure.","Improve braking ability.","A"
"618","14","0","","What can be affected by driving on under-inflated tyres?","Oil pressure.","Braking ability.","The exhaust system.","Improve braking ability.","B"
"619","14","0","","When should tyre pressure be checked?","When the tyres are cold.","When the vehicle is loaded.","When the vehicle is unladen.","When the tyres are hot.","A"
"620","14","0","","What effect does low tyre-pressure have on a vehicle?","Braking and cornering are impaired.","The brakes can overheat.","Engine noise increases.","The vehicle accelerates faster.","A"
"621","14","0","","During a weekly check, a driver notices a badly worn front tyre. What should they do?","Check the tyre pressure to ensure it remains constant.","Fit it on one of the rear wheels.","Reduce speed on wet roads.","Have the worn tyre replaced.","D"
"622","14","0","","What effect could hitting or mounting the kerb have on a vehicleâ€™s tyres?","It could put them off balance.","It could damage the sidewalls.","It could allow air to escape from them.","It could increase tyre pressure.","B"
"623","14","0","","What does worn tread along the edge of a tyre suggest?","Driver is driving too fast around corners.","Air pressure is low.","Steering alignment may be faulty.","Air pressure is high.","C"
"624","14","0","","What effect would under-inflated tyres have on a vehicleâ€™s transmission?","It would make it more difficult to change gears.","It would have no effect on it.","It would cause the clutch to overheat.","It would be easier to change gears.","B"
"625","14","0","","What should a driver do before undertaking a long journey?","Check the tyres are inflated to normal air pressure.","Increase the air pressure in your tyres.","Reduce the air pressure in your tyres.","Eat a snack.","A"
"626","14","0","","Under what circumstances should a driver increase the air pressure in the tyres before undertaking a long journey?","Only if high speeds are anticipated.","Always.","Only if the tread depth is below 1.6mm.","Never.","D"
"627","14","0","","What is the effect of under-inflated tyres on a vehicle?","Increase the rate of wear on the vehicle's engine and transmission.","Impaired braking and steering.","Improved fuel economy and braking.","Improved braking and steering.","B"
"628","14","0","","What effect would coasting have on a vehicleâ€™s tyres?","It would cause them to lose air pressure.","It would increase the rate of wear on them.","No effect.","It would increase the tyres pressure.","C"
"629","14","0","","What should the driver do to secure the vehicle when changing a wheel?","Point the front wheels towards the kerb.","Point the front wheels away from the kerb.","Ensure that the gear lever is in neutral.","Ensure that the vehicle cannot roll when jacked up.","D"
"630","14","0","","While driving, what does a continuous vibration in the steering indicate?","The shock absorbers are worn.","The steering is out of alignment.","The wheel balance is uneven.","Weight distribution is uneven.","C"
"631","14","0","","What can cause heavy steering?","Under-inflated tyres.","Badly worn brakes.","Poorly oiled steering.","Over-inflated tyres.","A"
"632","14","0","","When driving, where should a driver rest their left foot?","Under the brake-pedal.","On the floor or footrest.","Under the clutch pedal.","On the clutch pedal.","B"
"833","14","0","","Why is a windscreen laminated?","So the glass shatters into large fragments when struck by an object.","To block the harmful rays coming from the sun.","So the glass can have the registration number etched on to it.","So as not to shatter into large fragments when struck by an object.","D"
"834","14","0","","What should a driver add to windscreen washer fluid in freezing weather?","Methylated spirits.","A mild anti-freezing agent for windows.","Extra detergent.","Hot water.","B"
"835","14","0","","When the fluid reservoir is full to the mark, how would a driver check that the power-assisted steering is working effectively?","Turn the steering wheel from lock to lock with the engine running.","Turn the steering wheel with the brake-pedal fully pressed.","Turn the steering wheel with the brake-pedal lightly pressed.","Turn the steering wheel from lock to lock with the engine switched off.","A"
"836","14","0","","What is the effect of an incorrectly adjusted driverâ€™s seat?","It can delay the driver from operating a control.","It enables the driver to relax more on a long journey.","It gives the driver a better view in the rear-view mirror.","It improves the driverâ€™s ability to operate the clutch.","A"
"837","14","0","","What should a driver do to reduce the risk of neck injury in a rear-end collision?","Ensure the vehicle has anti-lock brakes","Use a properly adjusted seat belt.","Use a properly adjusted head restraint.","Ensure the vehicle has a rear spoiler.","C"
"838","14","0","","What should a driver do if the fuel system becomes air-locked?","Loosen the fuel pump","Drain the fuel filter.","Tighten the injector pipes.","Bleed the air out of the fuel system.","D"
"839","14","0","","When driving a vehicle with a diesel engine in freezing weather, what should a driver ensure?","That the fuel level in the tank does not drop below quarter full.","That the fuel has a high sulphur content.","That the fuel is treated with an anti-waxing agent.","That the fuel filter is drained.","C"
"840","14","0","","When should a driver use their hazard warning lights?","When parking for a short time on a single yellow line.","When the vehicle has broken down.","When about to pull in and stop.","When the brake lights are not working","B"
"841","14","0","","When should a driver use the vehicle side lights?","When parking at all times.","When driving in an unlit area at night.","When parking on an unlit road.","When driving in foggy conditions.","C"
"842","14","0","","What is the effect of resting the foot on the clutch pedal?","It wears out the clutch more quickly than normal?","It allows corners to be taken without reducing speed.","It facilitates quicker gear changes.","It allows downhill speeds to be controlled more effectively.","A"
"844","14","0","","What is the minimum legal tread depth for tyres on cars?","0.6 millimetres.","1 millimetre.","1.6 millimetres.","2.6 millimetres.","C"
"845","14","0","","In general, above what gross vehicle weight must be a trailer have brakes fitted?","500 kg.","750kg.","850 kg.","900 kg.","B"
"846","14","0","","While driving in rain, a driver notices that the wiper blades are worn. What should they do?","Use the windscreen washer system while it is raining.","Stop and wipe the windscreen with newspaper.","Roll down the window and drive slowly.","Have the blades replaced as soon as possible.","D"
"847","14","0","","What does using the vehicleâ€™s hazard warning lights allow a driver to do?","To double-park when making a delivery","To park on a double-yellow line.","To warn other road users that the vehicle is broken down.","To stop on a clearway to let out a passenger.","C"
"848","14","0","","What is a possible effect of over-filling the engine with oil?","It could damage the catalytic converter.","It could reduce the oil pressure.","It could damage the oil pump.","It could burst the oil filter.","A"
"849","14","0","","is partly worn?","Apply a light film of oil to the blade.","Swap the blade on the driverâ€™s side with the one on the passenger side.","Have the worn blade replaced with a new one.","Swap the worn blade with the one on the rear window.","C"
"850","14","0","","What should a driver check regularly to ensure they have will have a good clear view of the road when driving?","There is enough fluid in the windscreen washer reservoir.","The internal lights are all working correctly.","The upholstery is clean.","The rev counter is working correctly.","A"
"851","14","0","","When replacing a wheel, in what order should wheel nuts be tightened?","Tighten nuts in clockwise sequence.","Tighten nuts in anti-clockwise sequence.","Tighten diagonally opposite nuts first.","Tighten nuts starting with the nuts at the bottom.","C"
"852","14","0","","If the wiper blades are frozen to the windscreen, what should the driver do?","Switch the wipers on at high speed to free them.","Roll down the window and drive slowly with your head out the window.","Pull the wipers free before switching them on.","Defrost the windscreen before switching on the wipers.","D"
"853","14","0","","What is the purpose of side-impact protection bars?","To increase the weight of the vehicle thereby improving its grip on the road.","To make sure the vehicle cannot be overturned when hit from the side.","To protect the doors from becoming damaged in the event of a crash.","To protect the occupants when the vehicle is hit from the side.","D"
"854","14","0","","What problem is indicated when wipers suddenly cease to function?","The windscreen washer reservoir is dry.","A fuse is blown","The alternator is faulty.","The wiper blades need to be replaced.","A"
"855","14","0","","Is a driver allowed to use rebated (green) diesel fuel in a car on a public road?","Green diesel may be used in a car only in winter months.","Green diesel may be used in a car only in summer months.","Green diesel may never be used in a car","Green diesel may be used in a car only if the car is a taxis.","C"
"856","14","0","","What should the driver of a vehicle with power-assisted steering (PAS) do if steering become more difficult as they are driving?","Stop, check the level of the fluid and top up if necessary.","Drive in a lower gear with increased engine revs.","Increase the vehicleâ€™s front tyre pressure.","Drive in a higher gear with reduced engine revs.","A"
"857","14","0","","Which part of the vehicle must be maintained in good condition?","Upholstery.","Headlights.","Radio","Paintwork","B"
"858","14","0","","How would a driver know if a brake-light bulb was not working?","By standing at the rear of the vehicle and getting another person to turn on side lights.","They would notice the brake pedal become firmer under pressure.","By Standing at the rear of the vehicle and checking as another person presses the brake pedal.","They would notice the brake pedal getting softer under pressure.","C"
"859","14","0","","When a wiper blade fails to clear the windscreen what should the driver do?","Have the blades replaced as soon as possible.","Apply a light film of oil to the blade.","Bend the wiper arm.","Switch the wipers to the highest speed.","A"
"860","14","0","","What should a driver do if they get a tyre blow-out on the road?","Continue driving until they reach a garage.","Switch off the engine ignition to bring the vehicle to a ha","Apply the handbrake immediately to bring the vehicle to a halt.","Apply the footbrake gently and bring the vehicle to a halt.","D"
"861","14","0","","What does the load index of a tyre indicate?","The maximum load of the vehicle.","The maximum load per axle.","The maximum load a tyre can carry.","The maximum air pressure of the tyre.","C"
"862","14","0","","What should a driver check regularly to ensure they have a good clear view of the road when driving?","The windscreen wipers are working correctly.","The upholstery is clean.","The rev counter is working correctly.","The internal lights are all working correctly.","A"
"863","14","0","","The handbrake generally works on which wheels?","The front wheels.","The rear wheels.","All the wheels.","The rear right-hand wheel.","B"
"864","14","0","","What is the recommended method of driving a vehicle with automatic transmission?","Operate the accelerator and brake with the left foot.","Operate the accelerator with the right foot and the brake with the left foot.","Operate the accelerator and brake with the right foot.","Use the handbrake to bring the vehicle to a halt.","C"
"865","14","0","","What lights should be on a car-trailer?","Brake lights and indicators only.","Indicators and rear number plate lights only.","Indicators, brake lights, rear number plate light, red reflectors and rear tail lights","Rear tail lights.","C"
"891","14","0","","When is it recommended to use coolant?","Summer only.","Winter only.","All year round.","In petrol engines only.","C"
"892","14","0","","What effect could incorrectly aligned headlights have?","They could reduce battery life.","They could cause a fire.","They could dazzle oncoming drivers.","They could wear out the bulbs prematurely.","C"
"633","6","0","","How does harsh acceleration affect fuel consumption?","Fuel consumption increases.","There is no effect provided the engine is properly tuned.","Fuel consumption decreases.","There is no effect, if a high gear is engaged.","A"
"634","6","0","","What should a driver do to minimise fuel consumption in their vehicle?","Use gently acceleration and braking.","Change rapidly up through the gears.","Drive with the choke out.","Drive in a low gear.","A"
"635","6","0","","How does continuous high-speed driving affect fuel consumption?","It reduces fuel consumption.","It increases fuel consumption only in wet weather.","It increases fuel consumption.","It reduces fuel consumption as long as the road is dry and straight.","C"
"636","6","0","","What should a driver do to ensure better fuel efficiency from their vehicle?","Ensure any load carried is equally distributed on the vehicle.","Ensure that the vehicle is regularly serviced.","Ensure that heavier items are carried at the rear of the vehicle.","Drive at higher speeds in order to reduce the time spent on the road.","B"
"637","6","0","","How can fuel efficiency be improved?","By using gentle acceleration and making gear changes appropriate to speed.","Driving the vehicle in a lower gear for as long as possible.","Accelerating hard up through the gears to reach the desired speed as quickly as possible.","Only using an anti-waxing agent in freezing conditions.","A"
"638","6","0","","What effect does a worn exhaust have on a vehicle?","It causes the water coolant to leak form the engine.","It causes oil to leak on to the road.","It causes noise and gas pollution levels to increase.","It increases fuel consumption.","C"
"639","6","0","","When is the use of the horn prohibited?","Always, but only for momentary use.","Between 11:30pm and 7:00am in a built-up area.","Never.","Between 11:30pm and 7:00am.","B"
"640","6","0","","Under what circumstances is it permitted to replace the standard horn on a vehicle with a musical horn?","Never.","During an emergency situation.","When the vehicle is a service vehicle.","During daylight hours.","A"
"641","6","0","","Is a driver allowed to sound the horn while driving in a built-up area at night?","Yes, but between 11:30pm and 7:00am the horn may be sounded only in an emergency.","Yes, any time in a built-up area.","Yes, between 10.00 pm and 6.00 am in a built-up area.","No.","A"
"642","6","0","","What can be adversely affected by under-inflated tyres?","Parking.","Steering.","Changing gear.","Reversing.","B"
"643","6","0","","In what way do motor vehicles harm the environment?","By increasing carbon monoxide levels.","By changing gears less.","No they actually reduced health risks.","By parking less.","A"
"644","6","0","","What can a driver do to help the environment?","Read the road and plan ahead.","Drive on under-inflated tyres.","Use the choke for as long as possible on a cold engine.","Brake as late as possible.","A"
"645","6","0","","What can a driver do to maximise fuel efficiency while driving?","Avoid carrying unnecessary weight.","Reducing your speed.","Using different brands of fuel.","Drive at a higher speed.","A"
"646","6","0","","Which action is likely to cause an increase in fuel consumption?","Looking ahead and anticipating traffic flow.","Harsh acceleration.","Driving at a constant speed.","Driving at a lower speed.","B"
"647","6","0","","What alternatives can drivers take to help protect the environment?","Use public transport.","Accelerate rapidly and brake harshly when driving.","Don't use your indicators when turning.","Take longer routes to your destination.","A"
"648","6","0","","What can drivers do to help protect the environment?","Accelerate rapidly and brake harshly when driving.","Car share.","Don't use your indicators when turning.","Take longer routes to your destination.","B"
"649","6","0","","What can be achieved by the driving style known as â€˜Eco-Drivingâ€™?","Reduced fuel consumption.","Increased speed.","Less use of indicators.","Less tyre wear.","A"
"650","6","0","","What can be achieved by the driving style known as â€˜Eco-Drivingâ€™?","Increased speed.","Increased road safety.","Less use of indicators.","Less tyre wear.","B"
"651","6","0","","What can be achieved by the driving style known as â€˜Eco-Drivingâ€™?","Less use of indicators.","Increased speed.","Reduced emissions.","Less tyre wear.","C"
"652","6","0","","Which action contributes to Eco-Driving?","Braking harshly.","Selecting a high gear as soon as possible.","Driving in a low gear at high speed.","Fast acceleration.","B"
"653","6","0","","Which action contributes to Eco-Driving?","Braking harshly.","Maintaining a steady speed.","Driving in a low gear at high speed.","Fast acceleration.","B"
"654","6","0","","Which action contributes to Eco-Driving?","Driving in a low gear at high speed.","Braking harshly.","Looking ahead and anticipating.","Fast acceleration.","C"
"655","6","0","","How can a driver help the environment?","By Reducing speed.","By accelerating harshly.","By braking suddenly.","By using your indicators sparingly.","A"
"774","6","0","","What should a driver do in order to avoid excessive exhaust pollution from their vehicle?","Use a fuel additive to increase the fuel octane rating.","Drive at a higher speed in order to reduce the time spent on the road.","Have the vehicle's air filters changed regularly.","Use a lower octane rated fuel.","C"
"775","6","0","","How regularly should a vehicle be serviced?","Every year.","Every 30,000 kilometers.","As often as indicated in the manufacturer's specification.","Every 60 months.","C"
"776","6","0","","What is the purpose of a catalytic converter?","To curb exhaust noise levels only on diesel vehicles.","To reduce harmful exhaust emissions.","To allow the exhaust system to be reconditioned.","To curb exhaust noise levels.","B"
"777","6","0","","What type of noise might fast cornering create?","Engine whine.","Brake squeal.","Exhaust backfire.","Tyre squeal.","D"
"778","6","0","","What should a driver do before getting out of the vehicle?","Open the door part way and then look behind.","Check their side mirror and look behind before opening the door.","Check the interior mirror before opening the door.","Open the door and exit the vehicle without delay.","B"
"779","6","0","","How should a driver secure their vehicle before getting out of it?","Angle the wheels away from the kerb and stop the engine.","Engage a low gear and stop the engine.","Angle the wheels towards the kerb and stop the engine.","Apply the parking brake, stop the engine and engage a low gear.","D"
"780","6","0","","What precaution should a driver take when getting out of their vehicle?","Ensure the gear lever is in neutral.","Ensure all valuables are secure and out of sight.","Open the door and try to get out as speedily as possible.","Check all around for approaching traffic and pedestrians before opening the door.","D"
"781","6","0","","On a busy road, how should a driver allow passengers out of a vehicle?","Stop and allow them to get out on the side nearest the kerb.","Stop and allow them to get out from whichever side of the vehicle they are sitting.","Stop and ask them to get out as quickly as possible.","Signal to following traffic to overtake before allowing the passengers to get out.","A"
"656","13","0","","What can cause a vehicle to skid?","Not having enough pressure in the tyres.","The steering wheel being too free or pliable.","Using harsh acceleration.","Having too much pressure in the tyres.","C"
"657","13","0","","What can cause a vehicle to skid?","The steering wheel being too free or pliable.","Excessively heavy braking.","Not having enough pressure in the tyres.","Having too much pressure in the tyres.","B"
"658","13","0","","What can cause a vehicle to skid?","The steering wheel being too free or pliable.","Not having enough pressure in the tyres.","Excessive speed.","Having too much pressure in the tyres.","C"
"659","13","0","","What should a driver do if a front tyre bursts?","Pull on the handbrake.","Brake as quickly as possible.","Grip the steering wheel firmly.","Continue on at a normal speed.","C"
"660","13","0","","What should a driver do if their vehicle gets a puncture on a motorway?","Driver slowly to the next service area to get assistance.","Stop in your lane.","Pull in where safe on the hard shoulder and call for assistance.","Drive on to the nearest exit.","C"
"661","13","0","","What precautions could a driver take against the risk of fire in their vehicle?","Keep water levels above the maximum mark.","Avoid driving with a full tank of petrol.","Use unleaded petrol.","Investigate strong fumes and carry a fire extinguisher.","D"
"662","13","0","","When should a driver use hazard warning lights on a motorway?","When the vehicle has broken down.","Another vehicle is following too closely.","When the driver is towing another vehicle.","When driving on the hard shoulder.","A"
"663","13","0","","What should a driver do if their vehicle is broken down and they are awaiting assistance?","Get out of the vehicle and wait at the rear of it.","Attempt to flag down drivers approaching from the rear.","Switch on the vehicle hazard warning lights, get out of the vehicle and stand to the side.","Direct traffic to pass your vehicle.","C"
"664","13","0","","What action should a driver take when they notice flashing blue lights in the rear-view mirror?","Beckon the driver to overtake you.","Drive on more quickly to avoid causing obstruction.","Turn into the next available side-road.","Move to the left, reduce speed and allow the vehicle to pass.","D"
"665","13","0","","What should a driver do when they see road works machinery with amber flashing lights up ahead?","Engage 1st gear immediately.","Slow down and prepare to stop if necessary.","Proceed at your normal speed.","Do 'U'-turn because the road is blocked.","B"
"666","13","0","","What action should a driver take when they meet a vehicle with flashing blue lights?","Move to the left, reduce speed and stop if necessary.","Stop immediately.","Switch on your hazard warning lights.","Flash your headlights to acknowledge that you have seen it.","A"
"667","13","0","","What should a driver do if an ambulance is stopped up ahead with its flashing blue lights on?","Reduce speed and prepare to stop if necessary.","Stop to see what's happening.","Stop to offer assistance.","Drive in the centre of the road to prevent other drivers from overtaking.","A"
"668","13","0","","How are emergency vehicles identified?","By flashing green lights.","By flashing red or blue lights.","By alternating flashing amber and white lights.","By continuously lit red lights.","B"
"669","13","0","","Which vehicle is exempt from speed limits when being used in an emergency?","Fire brigade.","Doctor.","Mountain rescue.","Bus breakdown service.","A"
"670","13","0","","Which vehicle is exempt from speed limits when being used in an emergency?","Doctor.","Ambulance.","Mountain rescue.","Bus breakdown service.","B"
